[ T-Deposit ]
    title = Deposit energy in organ and tissue regions
     mesh =  reg            # mesh type is region-wise
      reg = 1400 1401 1700 1701 1900 1901 2200 2201 2400 2401 2600 2900
            2901 3200 3201 3400 3401 3700 3701 3900 4100 { 4300 - 4323
            } 4500 4501 4700 4900 5100 5300 5500 5600 { 7600 - 7602 } {
            8000 - 8002 } { 8400 - 8402 } 9700 9900 { 7200 - 7203 }
            6200 6300 6400 6500 11100 11200 { 13700 - 13702 } { 11000 -
            11002 } 9500 13200 6100 { 12000 - 12002 } { 12100 - 12102 }
            { 12200 - 12202 } 100 200 { 300 - 307 } { 400 - 405 } 7000
            8700 8900 9200 10000 10100 10200 10300 { 10400 - 10403 } {
            10500 - 10503 } { 10600 - 10616 } 500 501 600 601 11300
            13900 { 7400 - 7403 } 12700 13100 6600 6601 { 6700 - 6702 }
            6800 6801 { 6900 - 6902 }
   volume                   # combined, lattice or level structure 
   non     reg      vol     # reg definition
   91    12201   1.5103E+03 # 12201
   92    12202   7.3634E+01 # 12202
   93      100   6.3107E+00 # 100
   94      200   6.3107E+00 # 200
   95      300   1.3750E-02 # 300
   96      301   5.4560E-02 # 301
   97      302   1.7147E-02 # 302
   98      303   8.6293E-02 # 303
   99      304   1.3679E-02 # 304
  100      305   5.4329E-02 # 305
  101      306   1.6452E-02 # 306
  102      307   8.5875E-02 # 307
  103      400   2.7652E-01 # 400
  104      401   7.3878E-01 # 401
  105      402   1.8663E-01 # 402
  106      403   9.2755E-02 # 403
  107      404   1.8582E-01 # 404
  108      405   6.5236E-01 # 405
  109     7000   5.8246E+00 # 7000
  110     8700   2.8572E+02 # 8700
  111     8900   1.3213E+02 # 8900
  112     9200   1.3453E+02 # 9200
  113    10000   7.5695E+00 # 10000
  114    10100   7.1276E+00 # 10100
  115    10200   2.6378E+00 # 10200
  116    10300   1.2511E+02 # 10300
  117    10400   3.2106E+00 # 10400
  118    10401   3.2102E+00 # 10401
  119    10402   1.3786E+00 # 10402
  120    10403   1.3787E+00 # 10403
  121    10500   4.7114E+00 # 10500
  122    10501   4.7113E+00 # 10501
  123    10502   2.0159E+00 # 10502
  124    10503   2.0159E+00 # 10503
  125    10600   3.0522E+01 # 10600
  126    10601   3.0994E+01 # 10601
  127    10602   1.0565E+02 # 10602
  128    10603   8.7431E+01 # 10603
  129    10604   4.7645E+02 # 10604
  130    10605   5.2270E+02 # 10605
  131    10606   3.4065E+02 # 10606
  132    10607   3.9698E+02 # 10607
  133    10608   7.8756E+01 # 10608
  134    10609   8.8222E+01 # 10609
  135    10610   2.7603E+03 # 10610
  136    10611   2.8686E+03 # 10611
  137    10612   1.3071E+03 # 10612
  138    10613   1.4650E+03 # 10613
  139    10614   4.3378E+02 # 10614
  140    10615   4.4155E+02 # 10615
  141    10616   8.2831E+03 # 10616
  142      500   7.8820E-02 # 500
  143      501   4.0797E-02 # 501
  144      600   6.7375E-03 # 600
  145      601   7.1303E-03 # 601
  146    11300   1.0578E+02 # 11300
  147    13900   6.8627E+01 # 13900
  148     7400   2.2501E+01 # 7400
  149     7401   3.5671E+00 # 7401
  150     7402   8.9776E+00 # 7402
  151     7403   4.0190E+02 # 7403
  152    12700   1.1321E+02 # 12700
  153    13100   2.8157E+01 # 13100
  154     6600   2.4118E-02 # 6600
  155     6601   1.1739E-01 # 6601
  156     6700   7.8220E-01 # 6700
  157     6701   2.5297E-01 # 6701
  158     6702   4.7994E+00 # 6702
  159     6800   2.4118E-02 # 6800
  160     6801   1.1739E-01 # 6801
  161     6900   7.8222E-01 # 6900
  162     6901   2.5296E-01 # 6901
  163     6902   4.7994E+00 # 6902
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =   reg           # axis of output
     file = Result_JPF_internal_deposit_energy.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         167 (  0)           0 (  0)         167 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1

x: Serial Num. of Region
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
h:   x      n     n          y(all     ),l3 n   
#  num    reg     volume       all       r.err 
    1    1400   7.9414E+01   2.7408E-16  0.0156
    2    1401   9.1104E+01   5.3057E-16  0.0107
    3    1700   5.1238E+01   3.4213E-16  0.0169
    4    1701   4.4956E+01   9.6074E-16  0.0111
    5    1900   7.0239E+01   1.9817E-16  0.0191
    6    1901   5.9483E+01   5.0639E-16  0.0134
    7    2200   2.2444E+01   9.8847E-17  0.0486
    8    2201   2.9770E+01   1.7925E-16  0.0322
    9    2400   1.1998E+01   3.2753E-16  0.0346
   10    2401   1.2470E+01   4.2948E-16  0.0292
   11    2600   8.7267E+02   6.8854E-17  0.0091
   12    2900   1.9634E+02   8.4228E-17  0.0170
   13    2901   1.8367E+02   1.0982E-16  0.0156
   14    3200   1.9079E+02   1.0126E-17  0.0503
   15    3201   1.7914E+02   8.7381E-18  0.0552
   16    3400   3.2405E+02   2.9181E-18  0.0748
   17    3401   3.7690E+02   2.1304E-18  0.0791
   18    3700   1.6758E+02   4.7665E-18  0.0894
   19    3701   1.6227E+02   1.9979E-18  0.1208
   20    3900   9.0709E+01   1.5159E-16  0.0181
   21    4100   4.0107E+02   3.2161E-16  0.0063
   22    4300   1.0150E+01   3.5265E-16  0.0366
   23    4301   9.7240E+00   5.5045E-16  0.0306
   24    4302   1.3584E+01   4.0142E-16  0.0295
   25    4303   1.1424E+01   6.4301E-16  0.0259
   26    4304   1.5895E+01   5.0362E-16  0.0244
   27    4305   1.3760E+01   8.3213E-16  0.0209
   28    4306   1.7460E+01   7.0029E-16  0.0202
   29    4307   1.9281E+01   1.1895E-15  0.0152
   30    4308   1.9689E+01   1.0692E-15  0.0159
   31    4309   2.3715E+01   1.7778E-15  0.0114
   32    4310   2.5821E+01   1.7131E-15  0.0111
   33    4311   2.5712E+01   2.9292E-15  0.0087
   34    4312   2.1866E+01   2.6193E-15  0.0100
   35    4313   2.7029E+01   3.9911E-15  0.0073
   36    4314   1.6747E+01   1.7590E-15  0.0135
   37    4315   1.7546E+01   4.3911E-15  0.0086
   38    4316   1.0559E+01   1.4738E-15  0.0180
   39    4317   1.4578E+01   4.2972E-15  0.0095
   40    4318   9.2930E+00   1.3374E-15  0.0203
   41    4319   7.6924E+00   5.1649E-15  0.0119
   42    4320   5.0221E+00   1.6546E-15  0.0245
   43    4321   3.6973E+00   5.4200E-15  0.0165
   44    4322   9.7111E-01   2.8595E-15  0.0429
   45    4323   1.3021E+00   6.3641E-15  0.0257
   46    4500   7.7893E+01   3.6823E-16  0.0130
   47    4501   5.9982E+01   5.4780E-16  0.0123
   48    4700   6.8961E+01   2.1417E-16  0.0180
   49    4900   2.0546E+02   1.9935E-15  0.0038
   50    5100   2.0247E+02   2.3964E-15  0.0035
   51    5300   1.9570E+02   5.0085E-16  0.0077
   52    5500   5.2308E+01   9.9528E-16  0.0105
   53    5600   2.0308E+00   1.5426E-16  0.1103
   54    7600   5.4665E+00   1.3045E-15  0.0204
   55    7601   4.7567E-01   1.3081E-15  0.0423
   56    7602   1.0733E+02   1.3434E-15  0.0070
   57    8000   5.7433E+00   9.1598E-16  0.0231
   58    8001   4.2006E-01   8.8359E-16  0.0480
   59    8002   7.7472E+01   8.8124E-16  0.0096
   60    8400   4.2720E+00   2.2996E-16  0.0520
   61    8401   3.1012E-01   2.6105E-16  0.1114
   62    8402   5.0690E+01   2.3518E-16  0.0218
   63    9700   1.7559E+03   1.3208E-15  0.0035
   64    9900   1.7440E+03   2.4093E-15  0.0027
   65    7200   1.4371E+00   3.4267E-15  0.0173
   66    7201   1.0320E+00   3.5717E-15  0.0196
   67    7202   4.6856E+00   3.4386E-15  0.0126
   68    7203   9.9642E+01   3.4554E-15  0.0046
   69    6200   9.4841E+01   9.2475E-16  0.0094
   70    6300   6.3830E+01   8.2967E-16  0.0123
   71    6400   9.4799E+01   1.5852E-15  0.0072
   72    6500   6.3830E+01   1.5567E-15  0.0091
   73   11100   5.2383E+00   1.3962E-16  0.0885
   74   11200   5.2380E+00   1.6449E-16  0.0819
   75   13700   2.6827E+01   1.8288E-16  0.0325
   76   13701   1.2673E+00   2.0172E-16  0.0825
   77   13702   7.5833E-01   1.8144E-16  0.1013
   78   11000   5.1279E-01   2.6931E-15  0.0431
   79   11001   2.8982E-02   2.5634E-15  0.0863
   80   11002   2.8598E+01   3.2509E-15  0.0088
   81    9500   1.3333E+03   1.4929E-14  0.0006
   82   13200   1.6190E+01   3.0211E-16  0.0369
   83    6100   1.2692E+03   5.2730E-17  0.0108
   84   12000   3.7145E+00   1.6838E-16  0.1002
   85   12001   8.7919E+00   1.3389E-16  0.0742
   86   12002   1.8073E+01   8.5860E-17  0.0641
   87   12100   3.7144E+00   1.4675E-16  0.1048
   88   12101   8.7918E+00   1.4575E-16  0.0695
   89   12102   1.7108E+01   1.5320E-16  0.0514
   90   12200   7.3690E+01   3.4746E-16  0.0065
   91   12201   1.5103E+03   4.4020E-16  0.0028
   92   12202   7.3634E+01   3.7723E-16  0.0065
   93     100   6.3107E+00   6.4121E-15  0.0136
   94     200   6.3107E+00   9.7213E-15  0.0111
   95     300   1.3750E-02   1.6102E-17  0.5047
   96     301   5.4560E-02   1.7171E-17  0.5066
   97     302   1.7147E-02   1.1134E-16  0.8472
   98     303   8.6293E-02   2.4273E-17  0.4164
   99     304   1.3679E-02   1.5299E-16  0.7674
  100     305   5.4329E-02   3.1745E-17  0.4022
  101     306   1.6452E-02   8.0562E-17  0.4552
  102     307   8.5875E-02   1.1273E-16  0.4285
  103     400   2.7652E-01   1.1218E-16  0.1925
  104     401   7.3878E-01   9.9119E-17  0.1386
  105     402   1.8663E-01   1.0173E-16  0.2073
  106     403   9.2755E-02   8.7791E-17  0.2346
  107     404   1.8582E-01   7.3864E-17  0.1913
  108     405   6.5236E-01   9.4566E-17  0.1407
  109    7000   5.8246E+00   1.3201E-14  0.0086
  110    8700   2.8572E+02   3.4107E-15  0.0028
  111    8900   1.3213E+02   5.8152E-15  0.0033
  112    9200   1.3453E+02   2.4389E-15  0.0048
  113   10000   7.5695E+00   1.1156E-16  0.0841
  114   10100   7.1276E+00   3.7334E-15  0.0161
  115   10200   2.6378E+00   6.2712E-17  0.1888
  116   10300   1.2511E+02   3.2184E-15  0.0042
  117   10400   3.2106E+00   3.0878E-16  0.0775
  118   10401   3.2102E+00   8.7310E-16  0.0475
  119   10402   1.3786E+00   1.5021E-16  0.1656
  120   10403   1.3787E+00   4.3021E-16  0.0960
  121   10500   4.7114E+00   2.8614E-17  0.2281
  122   10501   4.7113E+00   2.9983E-17  0.1779
  123   10502   2.0159E+00   0.0000E+00  0.0000
  124   10503   2.0159E+00   2.5143E-18  0.7167
  125   10600   3.0522E+01   3.1838E-16  0.0256
  126   10601   3.0994E+01   4.7710E-16  0.0211
  127   10602   1.0565E+02   3.5389E-16  0.0131
  128   10603   8.7431E+01   5.3439E-16  0.0118
  129   10604   4.7645E+02   3.4924E-16  0.0067
  130   10605   5.2270E+02   8.6462E-16  0.0042
  131   10606   3.4065E+02   2.0800E-16  0.0103
  132   10607   3.9698E+02   5.3205E-16  0.0061
  133   10608   7.8756E+01   9.1356E-17  0.0312
  134   10609   8.8222E+01   1.7155E-16  0.0220
  135   10610   2.7603E+03   2.8295E-17  0.0098
  136   10611   2.8686E+03   3.3490E-17  0.0089
  137   10612   1.3071E+03   2.0961E-18  0.0522
  138   10613   1.4650E+03   1.7602E-18  0.0543
  139   10614   4.3378E+02   4.5904E-18  0.0595
  140   10615   4.4155E+02   3.3979E-18  0.0712
  141   10616   8.2831E+03   1.1845E-15  0.0009
  142     500   7.8820E-02   1.4032E-16  0.2715
  143     501   4.0797E-02   9.0646E-17  0.4644
  144     600   6.7375E-03   3.1742E-17  0.5010
  145     601   7.1303E-03   0.0000E+00  0.0000
  146   11300   1.0578E+02   4.5094E-15  0.0041
  147   13900   6.8627E+01   1.6122E-16  0.0236
  148    7400   2.2501E+01   1.2907E-15  0.0083
  149    7401   3.5671E+00   1.3238E-15  0.0138
  150    7402   8.9776E+00   1.2826E-15  0.0103
  151    7403   4.0190E+02   1.0952E-15  0.0037
  152   12700   1.1321E+02   1.6247E-15  0.0063
  153   13100   2.8157E+01   1.1836E-15  0.0144
  154    6600   2.4118E-02   0.0000E+00  0.0000
  155    6601   1.1739E-01   0.0000E+00  0.0000
  156    6700   7.8220E-01   7.5221E-17  0.2613
  157    6701   2.5297E-01   1.4574E-16  0.4551
  158    6702   4.7994E+00   6.3155E-17  0.1530
  159    6800   2.4118E-02   9.9100E-17  1.0000
  160    6801   1.1739E-01   8.3741E-17  0.8295
  161    6900   7.8222E-01   6.3562E-17  0.2443
  162    6901   2.5296E-01   8.9610E-17  0.6052
  163    6902   4.7994E+00   7.1197E-17  0.1327

#   sum over                 4.5485E-11

'no. =  1'
msuc: {\huge Deposit energy in organ and tissue regions}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.33}
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  2 # 1:Batch variance, 2:History variance
# resc2  = 1.00000000000000000E+07 # Total source weight or Total source weight / maxcas
# resc3  = 1.00000000000000000E+07 # Total history number or Total batch number
# maxcas =     1000000 # History / Batch, only used for istdev=1
# bitrseed = 1000110000001000111111101100101001110101110010000011011101101000 # bit data of rseed
