[ T-Track ]
    title = Fluence in organ and tissue regions
     mesh =  reg            # mesh type is region-wise
      reg = 1400 1401 1700 1701 1900 1901 2200 2201 2400 2401 2600 2900
            2901 3200 3201 3400 3401 3700 3701 3900 4100 { 4300 - 4323
            } 4500 4501 4700 4900 5100 5300 5500 5600 { 7600 - 7602 } {
            8000 - 8002 } { 8400 - 8402 } 9700 9900 { 7200 - 7203 }
            6200 6300 6400 6500 11100 11200 { 13700 - 13702 } { 11000 -
            11002 } 9500 13200 6100 { 12000 - 12002 } { 12100 - 12102 }
            { 12200 - 12202 } 100 200 { 300 - 307 } { 400 - 405 } 7000
            8700 8900 9200 10000 10100 10200 10300 { 10400 - 10403 } {
            10500 - 10503 } { 10600 - 10616 } 500 501 600 601 11300
            13900 { 7400 - 7403 } 12700 13100 6600 6601 { 6700 - 6702 }
            6800 6801 { 6900 - 6902 }
   volume                   # combined, lattice or level structure 
   non     reg      vol     # reg definition
   91    12201   1.5103E+03 # 12201
   92    12202   7.3634E+01 # 12202
   93      100   6.3107E+00 # 100
   94      200   6.3107E+00 # 200
   95      300   1.3750E-02 # 300
   96      301   5.4560E-02 # 301
   97      302   1.7147E-02 # 302
   98      303   8.6293E-02 # 303
   99      304   1.3679E-02 # 304
  100      305   5.4329E-02 # 305
  101      306   1.6452E-02 # 306
  102      307   8.5875E-02 # 307
  103      400   2.7652E-01 # 400
  104      401   7.3878E-01 # 401
  105      402   1.8663E-01 # 402
  106      403   9.2755E-02 # 403
  107      404   1.8582E-01 # 404
  108      405   6.5236E-01 # 405
  109     7000   5.8246E+00 # 7000
  110     8700   2.8572E+02 # 8700
  111     8900   1.3213E+02 # 8900
  112     9200   1.3453E+02 # 9200
  113    10000   7.5695E+00 # 10000
  114    10100   7.1276E+00 # 10100
  115    10200   2.6378E+00 # 10200
  116    10300   1.2511E+02 # 10300
  117    10400   3.2106E+00 # 10400
  118    10401   3.2102E+00 # 10401
  119    10402   1.3786E+00 # 10402
  120    10403   1.3787E+00 # 10403
  121    10500   4.7114E+00 # 10500
  122    10501   4.7113E+00 # 10501
  123    10502   2.0159E+00 # 10502
  124    10503   2.0159E+00 # 10503
  125    10600   3.0522E+01 # 10600
  126    10601   3.0994E+01 # 10601
  127    10602   1.0565E+02 # 10602
  128    10603   8.7431E+01 # 10603
  129    10604   4.7645E+02 # 10604
  130    10605   5.2270E+02 # 10605
  131    10606   3.4065E+02 # 10606
  132    10607   3.9698E+02 # 10607
  133    10608   7.8756E+01 # 10608
  134    10609   8.8222E+01 # 10609
  135    10610   2.7603E+03 # 10610
  136    10611   2.8686E+03 # 10611
  137    10612   1.3071E+03 # 10612
  138    10613   1.4650E+03 # 10613
  139    10614   4.3378E+02 # 10614
  140    10615   4.4155E+02 # 10615
  141    10616   8.2831E+03 # 10616
  142      500   7.8820E-02 # 500
  143      501   4.0797E-02 # 501
  144      600   6.7375E-03 # 600
  145      601   7.1303E-03 # 601
  146    11300   1.0578E+02 # 11300
  147    13900   6.8627E+01 # 13900
  148     7400   2.2501E+01 # 7400
  149     7401   3.5671E+00 # 7401
  150     7402   8.9776E+00 # 7402
  151     7403   4.0190E+02 # 7403
  152    12700   1.1321E+02 # 12700
  153    13100   2.8157E+01 # 13100
  154     6600   2.4118E-02 # 6600
  155     6601   1.1739E-01 # 6601
  156     6700   7.8220E-01 # 6700
  157     6701   2.5297E-01 # 6701
  158     6702   4.7994E+00 # 6702
  159     6800   2.4118E-02 # 6800
  160     6801   1.1739E-01 # 6801
  161     6900   7.8222E-01 # 6900
  162     6901   2.5296E-01 # 6901
  163     6902   4.7994E+00 # 6902
   e-type =    1            # e-mesh is given by the below data
       ne =    401          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
            9.50000E-03  1.05000E-02  1.15000E-02  1.25000E-02  1.35000E-02
            1.45000E-02  1.55000E-02  1.65000E-02  1.75000E-02  1.85000E-02
            1.95000E-02  2.05000E-02  2.15000E-02  2.25000E-02  2.35000E-02
            2.45000E-02  2.55000E-02  2.65000E-02  2.75000E-02  2.85000E-02
            2.95000E-02  3.05000E-02  3.15000E-02  3.25000E-02  3.35000E-02
            3.45000E-02  3.55000E-02  3.65000E-02  3.75000E-02  3.85000E-02
            3.95000E-02  4.05000E-02  4.15000E-02  4.25000E-02  4.35000E-02
            4.45000E-02  4.55000E-02  4.65000E-02  4.75000E-02  4.85000E-02
            4.95000E-02  5.05000E-02  5.15000E-02  5.25000E-02  5.35000E-02
            5.45000E-02  5.55000E-02  5.65000E-02  5.75000E-02  5.85000E-02
            5.95000E-02  6.05000E-02  6.15000E-02  6.25000E-02  6.35000E-02
            6.45000E-02  6.55000E-02  6.65000E-02  6.75000E-02  6.85000E-02
            6.95000E-02  7.05000E-02  7.15000E-02  7.25000E-02  7.35000E-02
            7.45000E-02  7.55000E-02  7.65000E-02  7.75000E-02  7.85000E-02
            7.95000E-02  8.05000E-02  8.15000E-02  8.25000E-02  8.35000E-02
            8.45000E-02  8.55000E-02  8.65000E-02  8.75000E-02  8.85000E-02
            8.95000E-02  9.05000E-02  9.15000E-02  9.25000E-02  9.35000E-02
            9.45000E-02  9.55000E-02  9.65000E-02  9.75000E-02  9.85000E-02
            9.95000E-02  1.00500E-01  1.01500E-01  1.02500E-01  1.03500E-01
            1.04500E-01  1.05500E-01  1.06500E-01  1.07500E-01  1.08500E-01
            1.09500E-01  1.10500E-01  1.11500E-01  1.12500E-01  1.13500E-01
            1.14500E-01  1.15500E-01  1.16500E-01  1.17500E-01  1.18500E-01
            1.19500E-01  1.20500E-01  1.21500E-01  1.22500E-01  1.23500E-01
            1.24500E-01  1.25500E-01  1.26500E-01  1.27500E-01  1.28500E-01
            1.29500E-01  1.30500E-01  1.31500E-01  1.32500E-01  1.33500E-01
            1.34500E-01  1.35500E-01  1.36500E-01  1.37500E-01  1.38500E-01
            1.39500E-01  1.40500E-01  1.41500E-01  1.42500E-01  1.43500E-01
            1.44500E-01  1.45500E-01  1.46500E-01  1.47500E-01  1.48500E-01
            1.49500E-01  1.50500E-01  1.51500E-01  1.52500E-01  1.53500E-01
            1.54500E-01  1.55500E-01  1.56500E-01  1.57500E-01  1.58500E-01
            1.59500E-01  1.60500E-01  1.61500E-01  1.62500E-01  1.63500E-01
            1.64500E-01  1.65500E-01  1.66500E-01  1.67500E-01  1.68500E-01
            1.69500E-01  1.70500E-01  1.71500E-01  1.72500E-01  1.73500E-01
            1.74500E-01  1.75500E-01  1.76500E-01  1.77500E-01  1.78500E-01
            1.79500E-01  1.80500E-01  1.81500E-01  1.82500E-01  1.83500E-01
            1.84500E-01  1.85500E-01  1.86500E-01  1.87500E-01  1.88500E-01
            1.89500E-01  1.90500E-01  1.91500E-01  1.92500E-01  1.93500E-01
            1.94500E-01  1.95500E-01  1.96500E-01  1.97500E-01  1.98500E-01
            1.99500E-01  2.00500E-01  2.07500E-01  2.12500E-01  2.17500E-01
            2.22500E-01  2.27500E-01  2.32500E-01  2.37500E-01  2.42500E-01
            2.47500E-01  2.52500E-01  2.57500E-01  2.62500E-01  2.67500E-01
            2.72500E-01  2.77500E-01  2.82500E-01  2.87500E-01  2.92500E-01
            2.97500E-01  3.02500E-01  3.07500E-01  3.12500E-01  3.17500E-01
            3.22500E-01  3.27500E-01  3.32500E-01  3.37500E-01  3.42500E-01
            3.47500E-01  3.52500E-01  3.57500E-01  3.62500E-01  3.67500E-01
            3.72500E-01  3.77500E-01  3.82500E-01  3.87500E-01  3.92500E-01
            3.97500E-01  4.02500E-01  4.15000E-01  4.25000E-01  4.35000E-01
            4.45000E-01  4.55000E-01  4.65000E-01  4.75000E-01  4.85000E-01
            4.95000E-01  5.05000E-01  5.15000E-01  5.25000E-01  5.35000E-01
            5.45000E-01  5.55000E-01  5.65000E-01  5.75000E-01  5.85000E-01
            5.95000E-01  6.05000E-01  6.15000E-01  6.25000E-01  6.35000E-01
            6.45000E-01  6.55000E-01  6.65000E-01  6.75000E-01  6.85000E-01
            6.95000E-01  7.05000E-01  7.15000E-01  7.25000E-01  7.35000E-01
            7.45000E-01  7.55000E-01  7.65000E-01  7.75000E-01  7.85000E-01
            7.95000E-01  8.05000E-01  8.15000E-01  8.25000E-01  8.35000E-01
            8.45000E-01  8.55000E-01  8.65000E-01  8.75000E-01  8.85000E-01
            8.95000E-01  9.05000E-01  9.15000E-01  9.25000E-01  9.35000E-01
            9.45000E-01  9.55000E-01  9.65000E-01  9.75000E-01  9.85000E-01
            9.95000E-01  1.00500E+00  1.07500E+00  1.12500E+00  1.17500E+00
            1.22500E+00  1.27500E+00  1.32500E+00  1.37500E+00  1.42500E+00
            1.47500E+00  1.52500E+00  1.57500E+00  1.62500E+00  1.67500E+00
            1.72500E+00  1.77500E+00  1.82500E+00  1.87500E+00  1.92500E+00
            1.97500E+00  2.02500E+00  2.07500E+00  2.12500E+00  2.17500E+00
            2.22500E+00  2.27500E+00  2.32500E+00  2.37500E+00  2.42500E+00
            2.47500E+00  2.52500E+00  2.57500E+00  2.62500E+00  2.67500E+00
            2.72500E+00  2.77500E+00  2.82500E+00  2.87500E+00  2.92500E+00
            2.97500E+00  3.02500E+00  3.15000E+00  3.25000E+00  3.35000E+00
            3.45000E+00  3.55000E+00  3.65000E+00  3.75000E+00  3.85000E+00
            3.95000E+00  4.05000E+00  4.15000E+00  4.25000E+00  4.35000E+00
            4.45000E+00  4.55000E+00  4.65000E+00  4.75000E+00  4.85000E+00
            4.95000E+00  5.05000E+00  5.15000E+00  5.25000E+00  5.35000E+00
            5.45000E+00  5.55000E+00  5.65000E+00  5.75000E+00  5.85000E+00
            5.95000E+00  6.05000E+00  6.30000E+00  6.50000E+00  6.70000E+00
            6.90000E+00  7.10000E+00  7.30000E+00  7.50000E+00  7.70000E+00
            7.90000E+00  8.10000E+00  8.30000E+00  8.50000E+00  8.70000E+00
            8.90000E+00  9.10000E+00  9.30000E+00  9.50000E+00  9.70000E+00
            9.90000E+00  1.02500E+01  1.07500E+01  1.12500E+01  1.17500E+01
            1.22500E+01  1.27500E+01  1.32500E+01  1.37500E+01  1.42500E+01
            1.47500E+01  1.52500E+01  1.57500E+01  1.62500E+01  1.67500E+01
            1.72500E+01  1.77500E+01  1.82500E+01  1.87500E+01  1.92500E+01
            1.97500E+01  2.25000E+01
     unit =    1            # unit is [1/cm^2/source]
 material =  all            # (D=all) number of specific material
     axis =     eng            # axis of output
     file = Result_JPF_internal_fluence.out  # file name of output for the above axis
     part =  photon   
# kf/name :  22       
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         570 (  0)           0 (  0)         570 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =   1400

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l n  
#  e-lower      e-upper        photon    r.err 
   9.5000E-03   1.0500E-02   6.0079E-11  0.8623
   1.0500E-02   1.1500E-02   1.7224E-10  0.7796
   1.1500E-02   1.2500E-02   4.8692E-10  0.7325
   1.2500E-02   1.3500E-02   3.1178E-10  0.7092
   1.3500E-02   1.4500E-02   4.8351E-10  0.5880
   1.4500E-02   1.5500E-02   1.0473E-10  1.0000
   1.5500E-02   1.6500E-02   1.3753E-09  0.5281
   1.6500E-02   1.7500E-02   2.8312E-10  1.0000
   1.7500E-02   1.8500E-02   0.0000E+00  0.0000
   1.8500E-02   1.9500E-02   3.9495E-10  1.0000
   1.9500E-02   2.0500E-02   1.0452E-10  1.0000
   2.0500E-02   2.1500E-02   7.1459E-11  1.0000
   2.1500E-02   2.2500E-02   1.2632E-09  0.6007
   2.2500E-02   2.3500E-02   6.5321E-10  0.8763
   2.3500E-02   2.4500E-02   8.5075E-10  0.8784
   2.4500E-02   2.5500E-02   3.3466E-09  0.6204
   2.5500E-02   2.6500E-02   1.2383E-09  0.6979
   2.6500E-02   2.7500E-02   3.3018E-09  0.5466
   2.7500E-02   2.8500E-02   7.1668E-09  0.4361
   2.8500E-02   2.9500E-02   1.1009E-08  0.3773
   2.9500E-02   3.0500E-02   4.6853E-09  0.4058
   3.0500E-02   3.1500E-02   9.3920E-09  0.3598
   3.1500E-02   3.2500E-02   2.3206E-08  0.2829
   3.2500E-02   3.3500E-02   2.1921E-08  0.3051
   3.3500E-02   3.4500E-02   3.0292E-08  0.2490
   3.4500E-02   3.5500E-02   3.9317E-08  0.2425
   3.5500E-02   3.6500E-02   2.3740E-08  0.2464
   3.6500E-02   3.7500E-02   4.2622E-08  0.2351
   3.7500E-02   3.8500E-02   5.7254E-08  0.1864
   3.8500E-02   3.9500E-02   9.2954E-08  0.1654
   3.9500E-02   4.0500E-02   1.1474E-07  0.1565
   4.0500E-02   4.1500E-02   8.9124E-08  0.1569
   4.1500E-02   4.2500E-02   7.5432E-08  0.1854
   4.2500E-02   4.3500E-02   7.4769E-08  0.1726
   4.3500E-02   4.4500E-02   1.0039E-07  0.1520
   4.4500E-02   4.5500E-02   1.0158E-07  0.1550
   4.5500E-02   4.6500E-02   1.1518E-07  0.1578
   4.6500E-02   4.7500E-02   1.4727E-07  0.1395
   4.7500E-02   4.8500E-02   1.2728E-07  0.1404
   4.8500E-02   4.9500E-02   1.3336E-07  0.1414
   4.9500E-02   5.0500E-02   1.7791E-07  0.1232
   5.0500E-02   5.1500E-02   1.3116E-07  0.1300
   5.1500E-02   5.2500E-02   1.7372E-07  0.1290
   5.2500E-02   5.3500E-02   1.4151E-07  0.1288
   5.3500E-02   5.4500E-02   1.7250E-07  0.1250
   5.4500E-02   5.5500E-02   1.7941E-07  0.1166
   5.5500E-02   5.6500E-02   2.0166E-07  0.1228
   5.6500E-02   5.7500E-02   1.8191E-07  0.1229
   5.7500E-02   5.8500E-02   2.2402E-07  0.1176
   5.8500E-02   5.9500E-02   1.8053E-07  0.1204
   5.9500E-02   6.0500E-02   2.1434E-07  0.1203
   6.0500E-02   6.1500E-02   2.3000E-07  0.1071
   6.1500E-02   6.2500E-02   1.9800E-07  0.1208
   6.2500E-02   6.3500E-02   1.7077E-07  0.1220
   6.3500E-02   6.4500E-02   2.4528E-07  0.1039
   6.4500E-02   6.5500E-02   2.1484E-07  0.1100
   6.5500E-02   6.6500E-02   2.7357E-07  0.1027
   6.6500E-02   6.7500E-02   2.2085E-07  0.1100
   6.7500E-02   6.8500E-02   2.1873E-07  0.1097
   6.8500E-02   6.9500E-02   2.6075E-07  0.1059
   6.9500E-02   7.0500E-02   2.5147E-07  0.1036
   7.0500E-02   7.1500E-02   2.6988E-07  0.1018
   7.1500E-02   7.2500E-02   2.7075E-07  0.1052
   7.2500E-02   7.3500E-02   2.5975E-07  0.1046
   7.3500E-02   7.4500E-02   2.1102E-07  0.1155
   7.4500E-02   7.5500E-02   2.7623E-07  0.1066
   7.5500E-02   7.6500E-02   1.5657E-07  0.1282
   7.6500E-02   7.7500E-02   2.7325E-07  0.1041
   7.7500E-02   7.8500E-02   2.0749E-07  0.1129
   7.8500E-02   7.9500E-02   2.4412E-07  0.1139
   7.9500E-02   8.0500E-02   2.6619E-07  0.1069
   8.0500E-02   8.1500E-02   2.7154E-07  0.1067
   8.1500E-02   8.2500E-02   2.3072E-07  0.1099
   8.2500E-02   8.3500E-02   2.1235E-07  0.1162
   8.3500E-02   8.4500E-02   2.7998E-07  0.1022
   8.4500E-02   8.5500E-02   2.8343E-07  0.1012
   8.5500E-02   8.6500E-02   2.4255E-07  0.1109
   8.6500E-02   8.7500E-02   2.8419E-07  0.1062
   8.7500E-02   8.8500E-02   2.5916E-07  0.1051
   8.8500E-02   8.9500E-02   2.3776E-07  0.1114
   8.9500E-02   9.0500E-02   2.4154E-07  0.1169
   9.0500E-02   9.1500E-02   2.3448E-07  0.1061
   9.1500E-02   9.2500E-02   2.1236E-07  0.1214
   9.2500E-02   9.3500E-02   2.1910E-07  0.1152
   9.3500E-02   9.4500E-02   2.8242E-07  0.1024
   9.4500E-02   9.5500E-02   1.8451E-07  0.1193
   9.5500E-02   9.6500E-02   2.5637E-07  0.1100
   9.6500E-02   9.7500E-02   2.3220E-07  0.1087
   9.7500E-02   9.8500E-02   2.1738E-07  0.1163
   9.8500E-02   9.9500E-02   2.1867E-07  0.1166
   9.9500E-02   1.0050E-01   2.4982E-07  0.1043
   1.0050E-01   1.0150E-01   2.5818E-07  0.1102
   1.0150E-01   1.0250E-01   2.5004E-07  0.1049
   1.0250E-01   1.0350E-01   2.1690E-07  0.1187
   1.0350E-01   1.0450E-01   2.1715E-07  0.1265
   1.0450E-01   1.0550E-01   1.8987E-07  0.1201
   1.0550E-01   1.0650E-01   2.4618E-07  0.1111
   1.0650E-01   1.0750E-01   2.6198E-07  0.1114
   1.0750E-01   1.0850E-01   1.9653E-07  0.1235
   1.0850E-01   1.0950E-01   2.6196E-07  0.1117
   1.0950E-01   1.1050E-01   2.4242E-07  0.1145
   1.1050E-01   1.1150E-01   1.9952E-07  0.1181
   1.1150E-01   1.1250E-01   2.2341E-07  0.1126
   1.1250E-01   1.1350E-01   2.0934E-07  0.1165
   1.1350E-01   1.1450E-01   2.3995E-07  0.1114
   1.1450E-01   1.1550E-01   2.0044E-07  0.1203
   1.1550E-01   1.1650E-01   2.3801E-07  0.1140
   1.1650E-01   1.1750E-01   2.6422E-07  0.1122
   1.1750E-01   1.1850E-01   2.2453E-07  0.1122
   1.1850E-01   1.1950E-01   2.1696E-07  0.1079
   1.1950E-01   1.2050E-01   2.0155E-07  0.1229
   1.2050E-01   1.2150E-01   2.2794E-07  0.1099
   1.2150E-01   1.2250E-01   2.2505E-07  0.1174
   1.2250E-01   1.2350E-01   2.4887E-07  0.1115
   1.2350E-01   1.2450E-01   2.0959E-07  0.1274
   1.2450E-01   1.2550E-01   2.3308E-07  0.1139
   1.2550E-01   1.2650E-01   2.1164E-07  0.1183
   1.2650E-01   1.2750E-01   2.4504E-07  0.1099
   1.2750E-01   1.2850E-01   2.3553E-07  0.1208
   1.2850E-01   1.2950E-01   2.1836E-07  0.1206
   1.2950E-01   1.3050E-01   1.7894E-07  0.1282
   1.3050E-01   1.3150E-01   1.7490E-07  0.1273
   1.3150E-01   1.3250E-01   1.6587E-07  0.1338
   1.3250E-01   1.3350E-01   2.2391E-07  0.1196
   1.3350E-01   1.3450E-01   2.1814E-07  0.1244
   1.3450E-01   1.3550E-01   1.9893E-07  0.1260
   1.3550E-01   1.3650E-01   2.3052E-07  0.1145
   1.3650E-01   1.3750E-01   1.8204E-07  0.1250
   1.3750E-01   1.3850E-01   2.0813E-07  0.1230
   1.3850E-01   1.3950E-01   2.1706E-07  0.1160
   1.3950E-01   1.4050E-01   1.5181E-07  0.1290
   1.4050E-01   1.4150E-01   1.8752E-07  0.1313
   1.4150E-01   1.4250E-01   2.0475E-07  0.1180
   1.4250E-01   1.4350E-01   2.3565E-07  0.1141
   1.4350E-01   1.4450E-01   2.4926E-07  0.1122
   1.4450E-01   1.4550E-01   2.1196E-07  0.1281
   1.4550E-01   1.4650E-01   1.8498E-07  0.1217
   1.4650E-01   1.4750E-01   2.0320E-07  0.1222
   1.4750E-01   1.4850E-01   1.7422E-07  0.1280
   1.4850E-01   1.4950E-01   1.9566E-07  0.1289
   1.4950E-01   1.5050E-01   1.7962E-07  0.1260
   1.5050E-01   1.5150E-01   1.9763E-07  0.1280
   1.5150E-01   1.5250E-01   1.9317E-07  0.1309
   1.5250E-01   1.5350E-01   1.7593E-07  0.1257
   1.5350E-01   1.5450E-01   1.5697E-07  0.1293
   1.5450E-01   1.5550E-01   1.7085E-07  0.1431
   1.5550E-01   1.5650E-01   2.0213E-07  0.1187
   1.5650E-01   1.5750E-01   1.6662E-07  0.1461
   1.5750E-01   1.5850E-01   1.5306E-07  0.1361
   1.5850E-01   1.5950E-01   1.9580E-07  0.1237
   1.5950E-01   1.6050E-01   1.5422E-07  0.1343
   1.6050E-01   1.6150E-01   1.8687E-07  0.1287
   1.6150E-01   1.6250E-01   1.2639E-07  0.1507
   1.6250E-01   1.6350E-01   1.7011E-07  0.1384
   1.6350E-01   1.6450E-01   2.0831E-07  0.1211
   1.6450E-01   1.6550E-01   1.6023E-07  0.1344
   1.6550E-01   1.6650E-01   1.6715E-07  0.1383
   1.6650E-01   1.6750E-01   1.2646E-07  0.1482
   1.6750E-01   1.6850E-01   1.8351E-07  0.1284
   1.6850E-01   1.6950E-01   1.3450E-07  0.1431
   1.6950E-01   1.7050E-01   1.8943E-07  0.1337
   1.7050E-01   1.7150E-01   1.2446E-07  0.1501
   1.7150E-01   1.7250E-01   1.5950E-07  0.1393
   1.7250E-01   1.7350E-01   1.6515E-07  0.1330
   1.7350E-01   1.7450E-01   1.6918E-07  0.1381
   1.7450E-01   1.7550E-01   2.0643E-07  0.1352
   1.7550E-01   1.7650E-01   1.7801E-07  0.1346
   1.7650E-01   1.7750E-01   1.6107E-07  0.1310
   1.7750E-01   1.7850E-01   1.5547E-07  0.1349
   1.7850E-01   1.7950E-01   1.4158E-07  0.1453
   1.7950E-01   1.8050E-01   1.3425E-07  0.1522
   1.8050E-01   1.8150E-01   1.7560E-07  0.1269
   1.8150E-01   1.8250E-01   1.7266E-07  0.1363
   1.8250E-01   1.8350E-01   1.4121E-07  0.1424
   1.8350E-01   1.8450E-01   1.5372E-07  0.1478
   1.8450E-01   1.8550E-01   1.3870E-07  0.1510
   1.8550E-01   1.8650E-01   1.2940E-07  0.1455
   1.8650E-01   1.8750E-01   1.5749E-07  0.1386
   1.8750E-01   1.8850E-01   1.2623E-07  0.1532
   1.8850E-01   1.8950E-01   9.8568E-08  0.1669
   1.8950E-01   1.9050E-01   1.0714E-07  0.1596
   1.9050E-01   1.9150E-01   1.7803E-07  0.1378
   1.9150E-01   1.9250E-01   1.5224E-07  0.1338
   1.9250E-01   1.9350E-01   1.5075E-07  0.1580
   1.9350E-01   1.9450E-01   1.2802E-07  0.1532
   1.9450E-01   1.9550E-01   1.4138E-07  0.1416
   1.9550E-01   1.9650E-01   1.5425E-07  0.1444
   1.9650E-01   1.9750E-01   1.3366E-07  0.1620
   1.9750E-01   1.9850E-01   1.1510E-07  0.1666
   1.9850E-01   1.9950E-01   1.4274E-07  0.1380
   1.9950E-01   2.0050E-01   1.3530E-07  0.1422
   2.0050E-01   2.0750E-01   1.1567E-06  0.0512
   2.0750E-01   2.1250E-01   7.8568E-07  0.0620
   2.1250E-01   2.1750E-01   7.3247E-07  0.0634
   2.1750E-01   2.2250E-01   8.2025E-07  0.0623
   2.2250E-01   2.2750E-01   8.0482E-07  0.0630
   2.2750E-01   2.3250E-01   7.1969E-07  0.0663
   2.3250E-01   2.3750E-01   7.2609E-07  0.0682
   2.3750E-01   2.4250E-01   6.9195E-07  0.0717
   2.4250E-01   2.4750E-01   7.1630E-07  0.0668
   2.4750E-01   2.5250E-01   6.5948E-07  0.0696
   2.5250E-01   2.5750E-01   5.9943E-07  0.0781
   2.5750E-01   2.6250E-01   6.0335E-07  0.0750
   2.6250E-01   2.6750E-01   5.4110E-07  0.0804
   2.6750E-01   2.7250E-01   5.2443E-07  0.0780
   2.7250E-01   2.7750E-01   5.9617E-07  0.0766
   2.7750E-01   2.8250E-01   4.7270E-07  0.0818
   2.8250E-01   2.8750E-01   4.9975E-07  0.0777
   2.8750E-01   2.9250E-01   4.7477E-07  0.0817
   2.9250E-01   2.9750E-01   5.0836E-07  0.0789
   2.9750E-01   3.0250E-01   4.0833E-07  0.0880
